Taxonkey,TaxonName,CommonName,Descript,TaxLevel,ISSCAAP,ISSCAAPName
600442,Argyrops spinifer,King soldierbream,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600443,Argyrozona argyrozona,Carpenter seabream,benthopelagic >=90 cm                             ,6,33,Redfishes basses congers
600444,Cheimerius nufar,Santer seabream,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
600447,Petrus rupestris,Red steenbras,demersal >=90 cm                                  ,6,33,Redfishes basses congers
600448,Pterogymnus laniarius,Panga seabream,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
600449,Rhabdosargus globiceps,White stumpnose,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
600450,Lithognathus lithognathus,White steenbras,benthopelagic >=90 cm                             ,6,33,Redfishes basses congers
600452,Stenotomus chrysops,Scup,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600453,Pseudupeneus prayensis,West African goatfish,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600458,Tautoga onitis,Tautog,reef-associated >=90 cm                           ,6,33,Redfishes basses congers
600460,Nemadactylus bergi,White morwong,demersal 30 - 90 cm                               ,6,39,Misc Finfishes
600461,Cheilodactylus variegatus,Peruvian morwong,benthopelagic 30 - 90 cm                          ,6,39,Misc Finfishes
600463,Arctoscopus japonicus,Sailfin sandfish,bathydemersal <30 cm                              ,6,39,Misc Finfishes
600464,Parapercis colias,Blue cod,demersal 30 - 90 cm                               ,6,39,Misc Finfishes
600465,Percophis brasiliensis,Brazilian flathead,demersal 30 - 90 cm                               ,6,39,Misc Finfishes
600466,Eleginops maclovinus,Patagonian blennie,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
600467,Dissostichus eleginoides,Patagonian toothfish,bathydemersal >=90 cm                             ,6,33,Redfishes basses congers
600468,Notothenia rossii,Marbled rockcod,benthopelagic >=90 cm                             ,6,33,Redfishes basses congers
600472,Pleuragramma antarcticum,Antarctic silverfish,pelagic <30 cm                                    ,6,33,Redfishes basses congers
600473,Chaenocephalus aceratus,Blackfin icefish,demersal 30 - 90 cm                               ,6,34,Jacks mullets sauries
600474,Champsocephalus gunnari,Mackerel icefish,pelagic 30 - 90 cm                                ,6,34,Jacks mullets sauries
600475,Pseudochaenichthys georgianus,South Georgia icefish,demersal 30 - 90 cm                               ,6,34,Jacks mullets sauries
600476,Chionodraco rastrospinosus,Ocellated icefish,benthopelagic 30 - 90 cm                          ,6,34,Jacks mullets sauries
600477,Channichthys rhinoceratus,Unicorn icefish,demersal 30 - 90 cm                               ,6,34,Jacks mullets sauries
600478,Chaenodraco wilsoni,Spiny icefish,benthopelagic 30 - 90 cm                          ,6,34,Jacks mullets sauries
600479,Zoarces viviparus,Viviparous blenny,demersal 30 - 90 cm                               ,6,39,Misc Finfishes
600480,Zoarces americanus,Ocean pout,demersal >=90 cm                                  ,6,39,Misc Finfishes
600481,Trisopterus minutus,Poor cod,benthopelagic 30 - 90 cm                          ,6,32,Cods hakes haddocks
600482,Genypterus blacodes,Pink cusk-eel,bathydemersal >=90 cm                             ,6,34,Jacks mullets sauries
600483,Genypterus chilensis,Red cusk-eel,bathydemersal >=90 cm                             ,6,34,Jacks mullets sauries
600484,Genypterus maculatus,Black cusk-eel,demersal 30 - 90 cm                               ,6,34,Jacks mullets sauries
600485,Genypterus capensis,Kingklip,bathydemersal >=90 cm                             ,6,34,Jacks mullets sauries
600486,Brotula barbata,Bearded brotula,benthopelagic >=90 cm                             ,6,34,Jacks mullets sauries
600487,Ammodytes personatus,Pacific sandeel,demersal <30 cm                                   ,6,39,Misc Finfishes
600488,Hypoptychus dybowskii,Korean sandeel,benthopelagic <30 cm                              ,6,39,Misc Finfishes
600489,Thyrsites atun,Snoek,benthopelagic >=90 cm                             ,6,37,Mackerels snoeks cutlassfishes
600490,Thyrsitops lepidopoides,White snake mackerel,benthopelagic 30 - 90 cm                          ,6,37,Mackerels snoeks cutlassfishes
600491,Pampus argenteus,Silver pomfret,benthopelagic 30 - 90 cm                          ,6,37,Mackerels snoeks cutlassfishes
600492,Peprilus triacanthus,American butterfish,benthopelagic <30 cm                              ,6,37,Mackerels snoeks cutlassfishes
600493,Peprilus simillimus,Pacific pompano,benthopelagic <30 cm                              ,6,37,Mackerels snoeks cutlassfishes
600496,Hyperoglyphe antarctica,Antarctic butterfish,bathydemersal >=90 cm                             ,6,34,Jacks mullets sauries
600497,Psenopsis anomala,Melon seed,benthopelagic <30 cm                              ,6,34,Jacks mullets sauries
600501,Sebastes marinus,Ocean perch,benthopelagic >=90 cm                             ,6,33,Redfishes basses congers
600502,Sebastes entomelas,Widow rockfish,pelagic 30 - 90 cm                                ,6,33,Redfishes basses congers
600503,Sebastes flavidus,Yellowtail rockfish,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
600504,Sebastes alutus,Pacific ocean perch,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600505,Sebastes mentella,Deepwater redfish,bathypelagic 30 - 90 cm                           ,6,33,Redfishes basses congers
600507,Chelidonichthys kumu,Bluefin gurnard,demersal 30 - 90 cm                               ,6,34,Jacks mullets sauries
600508,Pterygotrigla polyommata,Latchet,demersal 30 - 90 cm                               ,6,34,Jacks mullets sauries
600509,Ophiodon elongatus,Lingcod,demersal >=90 cm                                  ,6,39,Misc Finfishes
600510,Pleurogrammus azonus,Okhostk atka mackerel,demersal 30 - 90 cm                               ,6,39,Misc Finfishes
600512,Anoplopoma fimbria,Sablefish,bathydemersal >=90 cm                             ,6,39,Misc Finfishes
600513,Psettodes erumei,Indian spiny turbot,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
600514,Hippoglossus stenolepis,Pacific halibut,flatfish >=90 cm                                  ,6,31,Flounders halibuts soles
600516,Reinhardtius hippoglossoides,Greenland halibut,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
600517,Atheresthes stomias,Arrowtooth flounder,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
600518,Atheresthes evermanni,Kamchatka flounder,flatfish >=90 cm                                  ,6,31,Flounders halibuts soles
600519,Hippoglossoides elassodon,Flathead sole,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
600520,Limanda aspera,Yellowfin sole,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
600521,Limanda ferruginea,Yellowtail flounder,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
600524,Pseudopleuronectes americanus,Winter flounder,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
600525,Solea solea,Common sole,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
600526,Dicologlossa cuneata,Wedge sole,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
600527,Austroglossus microlepis,West coast sole,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
600528,Austroglossus pectoralis,Mud sole,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
600529,Scophthalmus rhombus,Brill,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
600530,Scophthalmus aquosus,Windowpane,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
600531,Stephanolepis cirrhifer,Thread-sail filefish,demersal <30 cm                                   ,6,39,Misc Finfishes
600532,Lophius americanus,American angler,demersal >=90 cm                                  ,6,34,Jacks mullets sauries
600545,Anchoa mitchilli,Bay anchovy,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
600547,Cetengraulis edentulus,Atlantic anchoveta,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
600548,Cetengraulis mysticetus,Pacific anchoveta,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
600572,Labrus bergylta,Ballan wrasse,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
600636,Heptranchias perlo,Sharpnose sevengill shark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600637,Hexanchus griseus,Bluntnose sixgill shark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600641,Echinorhinus brucus,Bramble shark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600645,Lepidopus caudatus,Silver scabbardfish,bathydemersal >=90 cm                             ,6,34,Jacks mullets sauries
600646,Aphanopus carbo,Black scabbardfish,benthopelagic >=90 cm                             ,6,34,Jacks mullets sauries
600648,Centrophorus granulosus,Gulper shark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600650,Centrophorus lusitanicus,Lowfin gulper shark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600653,Centrophorus squamosus,Leafscale gulper shark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600656,Centroscyllium fabricii,Black dogfish,shark <90 cm                                      ,6,38,Sharks rays skates etc
600662,Centroscymnus coelolepis,Portuguese dogfish,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600663,Centroselachus crepidater,Longnose velvet dogfish,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600669,Dalatias licha,Kitefin shark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600670,Deania calcea,Birdbeak dogfish,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600679,Etmopterus granulosus,Southern lanternshark,shark <90 cm                                      ,6,38,Sharks rays skates etc
600687,Etmopterus spinax,Velvet belly lantern shark,shark <90 cm                                      ,6,38,Sharks rays skates etc
600692,Lichia amia,Leerfish,pelagic >=90 cm                                   ,6,37,Mackerels snoeks cutlassfishes
600695,Limanda limanda,Dab,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
600700,Scymnodon ringens,Knifetooth dogfish,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600704,Somniosus rostratus,Little sleeper shark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600706,Lithognathus mormyrus,Striped seabream,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
600716,Lophius piscatorius,Angler,bathydemersal >=90 cm                             ,6,34,Jacks mullets sauries
600718,Oxynotus centrina,Angular roughshark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600719,Oxynotus paradoxus,Sailfin roughshark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600727,Squatina argentina,Argentine angelshark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600736,Squatina squatina,Angelshark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600747,Carcharias taurus,Sand tiger shark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600751,Carcharodon carcharias,Great white shark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600752,Isurus oxyrinchus,Shortfin mako,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600753,Isurus paucus,Longfin mako,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600754,Maurolicus muelleri,Pearlsides,bathypelagic <30 cm                               ,6,39,Misc Finfishes
600785,Mugil cephalus,Flathead mullet,benthopelagic >=90 cm                             ,6,33,Redfishes basses congers
600790,Mullus barbatus barbatus,Red mullet,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600807,Galeus melastomus,Blackmouth catshark,shark <90 cm                                      ,6,38,Sharks rays skates etc
600845,Scyliorhinus canicula,Smallspotted catshark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600850,Oblada melanura,Saddled seabream,benthopelagic <30 cm                              ,6,33,Redfishes basses congers
600854,Scyliorhinus stellaris,Nursehound,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600864,Carcharhinus brachyurus,Copper shark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600868,Carcharhinus falciformis,Silky shark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600874,Carcharhinus limbatus,Blacktip shark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600875,Carcharhinus longimanus,Oceanic whitetip shark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600878,Carcharhinus obscurus,Dusky shark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600880,Carcharhinus plumbeus,Sandbar shark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600884,Carcharhinus sorrah,Spottail shark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600886,Galeocerdo cuvier,Tiger shark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600889,Pagellus acarne,Axillary seabream,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
600890,Pagellus bogaraveo,Blackspot seabream,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
600893,Pagellus erythrinus,Common pandora,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
600898,Prionace glauca,Blue shark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600912,Sphyrna lewini,Scalloped hammerhead,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600917,Sphyrna zygaena,Smooth hammerhead,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600940,Dasyatis akajei,Red stingray,rays >=90 cm                                      ,6,38,Sharks rays skates etc
600941,Atrobucca nibe,Longfin kob,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600950,Platycephalus indicus,Bartail flathead,demersal >=90 cm                                  ,6,33,Redfishes basses congers
600972,Ablennes hians,Flat needlefish,pelagic >=90 cm                                   ,6,37,Mackerels snoeks cutlassfishes
600977,Tylosurus crocodilus crocodilus,Hound needlefish,pelagic >=90 cm                                   ,6,37,Mackerels snoeks cutlassfishes
600983,Caulolatilus chrysops,Atlantic goldeye tilefish,demersal 30 - 90 cm                               ,6,34,Jacks mullets sauries
601002,Pseudocaranx dentex,White trevally,benthopelagic >=90 cm                             ,6,37,Mackerels snoeks cutlassfishes
601005,Seriola dumerili,Greater amberjack,reef-associated >=90 cm                           ,6,37,Mackerels snoeks cutlassfishes
601023,Trisopterus esmarkii,Norway pout,benthopelagic 30 - 90 cm                          ,6,32,Cods hakes haddocks
601042,Lepidocybium flavobrunneum,Escolar,bathypelagic >=90 cm                              ,6,37,Mackerels snoeks cutlassfishes
601043,Sardinella aurita,Round sardinella,pelagic 30 - 90 cm                                ,6,35,Herrings sardines anchovies
601044,Ruvettus pretiosus,Oilfish,benthopelagic >=90 cm                             ,6,37,Mackerels snoeks cutlassfishes
601047,Sardinella maderensis,Madeiran sardinella,pelagic 30 - 90 cm                                ,6,35,Herrings sardines anchovies
601055,Saurida undosquamis,Brushtooth lizardfish,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
601059,Hemiramphus brasiliensis,Ballyhoo,pelagic 30 - 90 cm                                ,6,39,Misc Finfishes
601072,Lampris guttatus,Opah,bathypelagic >=90 cm                              ,6,39,Misc Finfishes
601077,Lobotes surinamensis,Atlantic tripletail,benthopelagic >=90 cm                             ,6,39,Misc Finfishes
601078,Lophius gastrophysus,Blackfin goosefish,bathydemersal 30 - 90 cm                          ,6,34,Jacks mullets sauries
601079,Megalops atlanticus,Tarpon,pelagic >=90 cm                                   ,6,35,Herrings sardines anchovies
601084,Scomberesox saurus saurus,Atlantic saury,pelagic 30 - 90 cm                                ,6,34,Jacks mullets sauries
601090,Mugil liza,Liza,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
601133,Anchoa hepsetus,Broad-striped anchovy,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601164,Sparus aurata,Gilthead seabream,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
601181,Sphoeroides maculatus,Northern puffer,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
601191,Sciaenops ocellatus,Red drum,demersal >=90 cm                                  ,6,33,Redfishes basses congers
601198,Stromateus fiatola,Blue butterfish,benthopelagic 30 - 90 cm                          ,6,37,Mackerels snoeks cutlassfishes
601203,Diplectrum formosum,Sand seabass,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
601205,Epinephelus flavolimbatus,Yellowedge grouper,demersal >=90 cm                                  ,6,33,Redfishes basses congers
601206,Epinephelus mystacinus,Misty grouper,bathydemersal >=90 cm                             ,6,33,Redfishes basses congers
601207,Epinephelus nigritus,Warsaw grouper,demersal >=90 cm                                  ,6,33,Redfishes basses congers
601208,Epinephelus niveatus,Snowy grouper,demersal >=90 cm                                  ,6,33,Redfishes basses congers
601211,Mycteroperca interstitialis,Yellowmouth grouper,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
601212,Mycteroperca microlepis,Gag,demersal >=90 cm                                  ,6,33,Redfishes basses congers
601213,Mycteroperca phenax,Scamp,reef-associated >=90 cm                           ,6,33,Redfishes basses congers
601216,Mycteroperca venenosa,Yellowfin grouper,reef-associated >=90 cm                           ,6,33,Redfishes basses congers
601221,Calamus bajonado,Jolthead porgy,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
601235,Sphyraena barracuda,Great barracuda,pelagic >=90 cm                                   ,6,39,Misc Finfishes
601265,Naso unicornis,Bluespine unicornfish,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
601278,Trachurus mediterraneus,Mediterranean horse mackerel,pelagic 30 - 90 cm                                ,6,37,Mackerels snoeks cutlassfishes
601279,Trachurus picturatus,Blue jack mackerel,benthopelagic 30 - 90 cm                          ,6,37,Mackerels snoeks cutlassfishes
601288,Trichiurus lepturus,Largehead hairtail,benthopelagic >=90 cm                             ,6,34,Jacks mullets sauries
601300,Ariomma indica,Indian ariomma,benthopelagic <30 cm                              ,6,33,Redfishes basses congers
601306,Umbrina cirrosa,Shi drum,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
601319,Beryx decadactylus,Alfonsino,bathydemersal 30 - 90 cm                          ,6,39,Misc Finfishes
601320,Beryx splendens,Splendid alfonsino,benthopelagic 30 - 90 cm                          ,6,39,Misc Finfishes
601321,Bothus pantherinus,Leopard flounder,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
601327,Mullus surmuletus,Striped red mullet,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
601334,Osmerus eperlanus,European smelt,pelagic 30 - 90 cm                                ,6,23,Salmons trouts smelts
601336,Pegusa lascaris,Sand sole,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
601338,Paralichthys dentatus,Summer flounder,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
601340,Phycis blennoides,Greater forkbeard,benthopelagic >=90 cm                             ,6,32,Cods hakes haddocks
601341,Platichthys flesus,Flounder,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
601342,Pleuronectes platessa,European plaice,flatfish >=90 cm                                  ,6,31,Flounders halibuts soles
601343,Pollachius virens,Saithe,demersal >=90 cm                                  ,6,32,Cods hakes haddocks
601348,Psetta maxima,Turbot,flatfish >=90 cm                                  ,6,31,Flounders halibuts soles
601350,Sardina pilchardus,European pilchard,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601351,Paralichthys olivaceus,Bastard halibut,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
601352,Sebastes viviparus,Norway redfish,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
601353,Serranus cabrilla,Comber,bathydemersal 30 - 90 cm                          ,6,33,Redfishes basses congers
601356,Spondyliosoma cantharus,Black seabream,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
601357,Sprattus sprattus,European sprat,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601363,Trachinus draco,Greater weever,demersal 30 - 90 cm                               ,6,39,Misc Finfishes
601365,Trachurus trachurus,Atlantic horse mackerel,pelagic 30 - 90 cm                                ,6,37,Mackerels snoeks cutlassfishes
601366,Chelidonichthys lucerna,Tub gurnard,demersal 30 - 90 cm                               ,6,34,Jacks mullets sauries
601367,Trisopterus luscus,Pouting,benthopelagic 30 - 90 cm                          ,6,32,Cods hakes haddocks
601370,Zeus faber,John dory,benthopelagic >=90 cm                             ,6,34,Jacks mullets sauries
601371,Hippoglossus hippoglossus,Atlantic halibut,flatfish >=90 cm                                  ,6,31,Flounders halibuts soles
601381,Melanogrammus aeglefinus,Haddock,demersal >=90 cm                                  ,6,32,Cods hakes haddocks
601382,Microstomus kitt,Lemon sole,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
601383,Molva dypterygia,Blue ling,demersal >=90 cm                                  ,6,32,Cods hakes haddocks
601391,Etelis oculatus,Queen snapper,bathydemersal >=90 cm                             ,6,33,Redfishes basses congers
601403,Lutjanus analis,Mutton snapper,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
601407,Lutjanus argentimaculatus,Mangrove red snapper,reef-associated >=90 cm                           ,6,33,Redfishes basses congers
601408,Lutjanus argentiventris,Yellow snapper,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
601417,Lutjanus bohar,Two-spot red snapper,reef-associated >=90 cm                           ,6,33,Redfishes basses congers
601423,Lutjanus campechanus,Northern red snapper,reef-associated >=90 cm                           ,6,33,Redfishes basses congers
601452,Chirocentrus nudus,Whitefin wolf-herring,pelagic >=90 cm                                   ,6,35,Herrings sardines anchovies
601453,Dussumieria acuta,Rainbow sardine,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601454,Dussumieria elopsoides,Slender rainbow sardine,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601456,Etrumeus whiteheadi,Whiteheads round herring,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601458,Spratelloides gracilis,Silverstriped round herring,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601466,Sprattus fuegensis,Falkland sprat,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601470,Clupeonella cultriventris,Black Sea sprat,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601477,Sardinops sagax,South American pilchard,pelagic 30 - 90 cm                                ,6,35,Herrings sardines anchovies
601484,Opisthonema libertate,Pacific thread herring,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601486,Opisthonema oglinum,Atlantic thread herring,pelagic 30 - 90 cm                                ,6,35,Herrings sardines anchovies
601494,Herklotsichthys quadrimaculatus,Bluestripe herring,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601505,Sardinella brasiliensis,Brazilian sardinella,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601508,Sardinella gibbosa,Goldstripe sardinella,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601510,Sardinella lemuru,Bali sardinella,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601511,Sardinella longiceps,Indian oil sardine,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601519,Sardinella zunasi,Japanese sardinella,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601520,Clupea pallasii pallasii,Pacific herring,pelagic 30 - 90 cm                                ,6,35,Herrings sardines anchovies
601530,Strangomera bentincki,Araucanian herring,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601574,Alosa aestivalis,Blueback shad,pelagic 30 - 90 cm                                ,6,24,Shads
601582,Alosa mediocris,Hickory shad,pelagic 30 - 90 cm                                ,6,24,Shads
601583,Alosa pseudoharengus,Alewife,pelagic 30 - 90 cm                                ,6,24,Shads
601584,Alosa sapidissima,American shad,pelagic 30 - 90 cm                                ,6,24,Shads
601587,Brevoortia aurea,Brazilian menhaden,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601589,Brevoortia patronus,Gulf menhaden,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601590,Brevoortia pectinata,Argentine menhaden,pelagic 30 - 90 cm                                ,6,35,Herrings sardines anchovies
601592,Brevoortia tyrannus,Atlantic menhaden,pelagic 30 - 90 cm                                ,6,35,Herrings sardines anchovies
601593,Ethmidium maculatum,Pacific menhaden,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601594,Ethmalosa fimbriata,Bonga shad,pelagic 30 - 90 cm                                ,6,24,Shads
601596,Tenualosa ilisha,Hilsa shad,pelagic 30 - 90 cm                                ,6,24,Shads
601600,Tenualosa toli,Toli shad,pelagic 30 - 90 cm                                ,6,24,Shads
601604,Dorosoma cepedianum,American gizzard shad,pelagic 30 - 90 cm                                ,6,24,Shads
601608,Clupanodon thrissa,Chinese gizzard shad,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601609,Konosirus punctatus,Konoshiro gizzard shad,pelagic 30 - 90 cm                                ,6,24,Shads
601616,Nematalosa nasus,Blochs gizzard shad,pelagic <30 cm                                    ,6,24,Shads
601619,Anodontostoma chacunda,Chacunda gizzard shad,pelagic <30 cm                                    ,6,24,Shads
601625,Ilisha africana,West African ilisha,pelagic 30 - 90 cm                                ,6,35,Herrings sardines anchovies
601627,Ilisha elongata,Elongate ilisha,pelagic 30 - 90 cm                                ,6,35,Herrings sardines anchovies
601641,Pellona ditchela,Indian pellona,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601659,Engraulis anchoita,Argentine anchoita,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601661,Engraulis capensis,Cape anchovy,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601663,Engraulis japonicus,Japanese anchovy,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601664,Engraulis mordax,Californian anchovy,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
601692,Anthias anthias,Swallowtail seaperch,reef-associated <30 cm                            ,6,33,Redfishes basses congers
601696,Atherina boyeri,Big-scale sand smelt,demersal <30 cm                                   ,6,37,Mackerels snoeks cutlassfishes
601706,Chromis chromis,Damselfish,reef-associated <30 cm                            ,6,39,Misc Finfishes
601707,Sciaena umbra,Brown meagre,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
601722,Lepidotrigla cavillone,Large-scaled gurnard,demersal <30 cm                                   ,6,34,Jacks mullets sauries
601729,Muraena helena,Mediterranean moray,reef-associated >=90 cm                           ,6,33,Redfishes basses congers
601732,Mola mola,Ocean sunfish,pelagic >=90 cm                                   ,6,39,Misc Finfishes
601734,Mora moro,Common mora,bathypelagic 30 - 90 cm                           ,6,32,Cods hakes haddocks
601735,Liza aurata,Golden grey mullet,pelagic 30 - 90 cm                                ,6,33,Redfishes basses congers
601736,Liza saliens,Leaping mullet,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
601747,Phycis phycis,Forkbeard,benthopelagic 30 - 90 cm                          ,6,32,Cods hakes haddocks
601749,Diplodus puntazzo,Sharpsnout seabream,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
601752,Diplodus annularis,Annular seabream,benthopelagic <30 cm                              ,6,33,Redfishes basses congers
601753,Diplodus sargus sargus,White seabream,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
601754,Diplodus vulgaris,Common two-banded seabream,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
601756,Pagrus pagrus,Common seabream,benthopelagic >=90 cm                             ,6,33,Redfishes basses congers
601758,Scorpaena porcus,Black scorpionfish,demersal 30 - 90 cm                               ,6,34,Jacks mullets sauries
601759,Scorpaena scrofa,Largescaled scorpionfish,demersal 30 - 90 cm                               ,6,34,Jacks mullets sauries
601766,Spicara smaris,Picarel,demersal <30 cm                                   ,6,39,Misc Finfishes
601773,Trachinotus ovatus,Derbio,pelagic 30 - 90 cm                                ,6,37,Mackerels snoeks cutlassfishes
601825,Macruronus novaezelandiae,Blue grenadier,demersal >=90 cm                                  ,6,32,Cods hakes haddocks
601826,Merluccius paradoxus,Deep-water Cape hake,bathydemersal >=90 cm                             ,6,32,Cods hakes haddocks
601827,Merluccius angustimanus,Panama hake,demersal 30 - 90 cm                               ,6,32,Cods hakes haddocks
601828,Merluccius capensis,Shallow-water Cape hake,bathydemersal >=90 cm                             ,6,32,Cods hakes haddocks
601843,Lethrinus mahsena,Sky emperor,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
601844,Lethrinus borbonicus,Snubnose emperor,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
601845,Lethrinus microdon,Smalltooth emperor,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
